Author,Title,Subtitle,ISBN 1,Publisher,TS,Pages,Language,Annotations,Illustrator,Translator,Original Title,Original language,Date of publishing
"Azzarello, Brian - Chiang, Cliff - Akins, Tony",Wonder Woman 1: Krev,,9788075075154,BB/art,13,160,?eský,"Wonder Woman je osam?lá. Žije na pomezí sv?t?. Královna Amazonek ji vychovala jako vlastní, ale princezna a bojovnice Diana mezi své krajanky nezapadá. Všechny znají legendu, podle níž byla stvo?ena z hlíny, aby bezd?tná královna kone?n? získala vytouženou dceru – a proto se k ní chovají jako k n?komu cizímu. I když ve sv?t? ze všech svých superhrdinských sil bojuje za spravedlnost, doma z?stává vyvržencem. Daleko od amazonského Rajského ostrova hrají olympští bohové své vlastní temné hry. Marnotratný syn Apollón hodlá uchvátit uprázdn?ný tr?n svého otce Dia a v nebezpe?í se octnou nejen jiná mstivá božstva, ale i nevinní lidé.  A co se nachází v samém jádru toho konfliktu? Wonder Woman a tajemství, které ot?ese celým jejím sv?tem. Brzy se dozví pravdu o svém p?vodu… a pak pote?e krev.",,"Antonín, Martin D.","Wonder Woman 1: Blood, 1-6",anglický,2015
"Soukup, Vladimír - David, Petr - ?ech, Lubomír","Wonders of Bohemia, Moravia",,9788024224558,Euromedia Group k.s.,9,216,anglický,"Nádherná obrazová publikace p?edstavuje nejkrásn?jší, nejvýznamn?jší a nejzajímav?jší architektonické, kulturní, historické i p?írodní památky naší vlasti. Kniha je sestavena jako poznávací výlet a ?tená?e zasv?cen? provádí krajinnými oblastmi, historickými centry m?st, na jejích stránkách navštívíme hrady, zámky i skvosty moderní architektury. Nejprve si prohlédneme hlavní m?sto, Hrad?any a centrum, dalšími cíli budou starobylé hrady K?ivoklát, Karlštejn, Sychrov, Bouzov a Zvíkov, vydáme se do Babi??ina údolí, k šumavským jezer?m, sestoupíme do Macochy, vylezeme na Broumovské st?ny, na Sn?žku... Na svých toulkách se zastavíme v místech úzce spjatých s historií, jako je Bezd?z, Koko?ín, hora ?íp, Velehrad, Radhoš?...",,,,,2009
"David Petr, Soukup Vladimír, ?ech Lubomír","Wonders of Bohemia, Moravia and Silesia",,9788024214108,Euromedia Group k.s.,2,216,anglický,"Kniha je v anglickém jazyce. Nádherná obrazová publikace p?edstavuje nejkrásn?jší, nejvýznamn?jší a nejzajímav?jší architektonické, kulturní, historické i p?írodní památky naší republiky.  Kniha je sestavena jako poznávací výlet., ?tená?e zasv?cen? provádí nádhernými krajinnými oblastmi, historickými centry starobylých m?st, na jejích stránkách navštívíme hrady a zámky i architektonické skvosty moderní doby.  Kniha je sestavena jako poznávací výlet., nejprve se vydáme do hlavního m?sta, do Prahy, kde si prohlédneme Hrad?any a centrum m?sta. Dalšími cíly pak budou starobylé hrady K?ivoklát, Karlštejn, Sychrov, Bouzov a Zvíkov, vydáme se do Babi??ina údolí, k šumavským jezer?m, sestoupíme do Macochy, vylezeme na Broumovské st?ny, na Sn?žku... P?i svých toulkách po vlasti navštívíme místa hluboce spjatá s naší historií - Bezd?z, Koko?ín, horu ?íp, Brno, Velehrad, Olomouc, Radhoš?... A nemineme ani Ostravu, vydáme se do Jeseník? a své putování zakon?íme na Prad?du.  ",,Riddellová Hana,"Skvosty ?ech, Moravy a Slezska",?eský,2005
"David Petr, Soukup Vladimír, Thoma Zden?",Wonders of Czech Spas,,9788024216171,Euromedia Group k.s.,11,208,anglický,"Bohemia, Moravia and Silesia can be without a doubt called a spa empire. This publication is the third one in the 'Wonders' series. It will take us on a tour round the Czech Republic to learn about the some former and, most importantly, present spas.  The history of spas in this country has a long tradition - the first documented mention about healing waters springs dates as early ...",,Hana G. Riddellová,Skvosty lázní - anglická verze,?eský,2006
"David Petr, Soukup Vladimír, Thoma Zden?k",Wonders of Prague,,9788024212838,Euromedia Group k.s.,2,208,?eský,"This superb photographic publication presents the most beautiful, significant and interesting architectonic, cultural and natural sights of Prague.",Thoma Zden?k (foto),Amchová Zuzana,Skvosty Prahy,?eský,2004
"Soukup, Vladimír - David, Petr - Thoma, Zden?k",Wonders of Prague,,9788024234250,Euromedia Group k.s.,2,200,anglický,"Exkluzivní obrazová publikace p?edstavuje nejkrásn?jší, nejvýznamn?jší a nejzajímav?jší architektonické, kulturní, historické i p?írodní pozoruhodnosti Prahy. Je sestavena jako poznávací procházka: ?tená?e zasv?cen? provádí m?stem. První kroky vedou do srdce ?eského království, do korunova?ní komory Chrámu sv. Víta. Postupn? objevujeme celé m?sto - klenot ?eské gotiky Pražský hrad a jeho Palácové zahrady, Královský letohrádek... Postupn? poznáváme celé m?sto, jeho paláce, kostely, kláštery a zajímavé m?š?anské domy. Z dávné historie se p?eneseme do minulého století, obdivujeme kubistické domy, další a další stavební skvosty své doby... Kniha je v anglickém jazyce.",,,,?eský,2012
"Soukup, Vladimír - David, Petr - Thoma, Zden?k",Wonders of Prague (miniverze),,9788024228709,Euromedia Group k.s.,2,200,anglický,"This superb photographic publication presents the most beautiful, significant and interesting architectonic, cultural and natural sights of Prague. The book is conceived as a heritage trail, it leads the reader through the city and the first steps lead to the very heart of the Czech Kingdom, to the Coronation Chamber of the St. Vitus Cathedral. Then we gradually explore the rest of the city on its pages: the gem of Czech gothic - the Prague Castle and its gardens, the charming Royal Summer Palace, built by Ferdinand I as a gift to his beloved wife queen Anna. In the Hrad?any Square we stop at the Schwarzenberg Palace, go to Loreta and  the New World. On our walk through Prague the ancient Vyšehrad, the pride of our bygone history, must not be left out...",,,,?eský,2010
"Lang, Michael - George-Warren, Holly",Woodstock,,9788020423153,"Mladá fronta, a.s.",13,272,?eský,"Festival ve Woodstocku, jehož první ro?ník se konal v roce 1969, pat?il ke zlomovým okamžik?m populární hudby 60. let. V pr?b?hu t?í srpnových dn? vystoupila p?ed tém?? p?ti sty tisíci diváky ?ada hudebních ikon – Janis Joplin, Jimi Hendrix, Joe Cocker nebo The Who. Mottem celého festivalu se stalo heslo „T?i dny míru, hudby a porozum?ní“. Micheal Lang, ?lov?k, který celý koncept festivalu vytvo?il, vypráví p?íb?h dlouhé cesty k Woodstocku. Složité p?ípravy, výb?r místa a ú?inkujících, vše se neslo v atmosfé?e uvoln?ných šedesátých let. Jeho osobní zážitky dopl?ují vzpomínky dalších lidí, kte?í se na festivalu podíleli – spolupracovník?, hudebník? i pam?tník?, kte?í festival ve Woodstocku zažili.",,"Lži?ka, Milan",The Road to Woodstock,anglický,2011
"Barcík, Štefan - Dvo?ák, Ji?í",Woodworking Techniques - 4th International Scientific Conference,,9788021321823,?eská zem?d?lská univerzita,17,576,anglický,Sborník z mezinárodní konference konané na ?eské zem?d?lské univerzit? v Praze.,,,,,2012
"Lax, Eric",Woody Allen,Hovory o filmu,9788073673734,"Portál, s.r.o.",13,392,?eský,"Woody Allen je jedním z mála amerických filma??, kte?í se dokázali prosadit p?edevším jako tv?rci autorských film?. K tomu, aby se tak stalo, pot?eboval široké spektrum r?zných zájm? a mnoho talentu. Woody Allen je nejen režisérem, ale i hercem, spisovatelem a v neposlední ?ad? i jazzmanem a hrá?em na klarinet. I p?esto, že na Newyorské univerzit? skon?il už v prvním semestru, hned poté se nechal zam?stnat v NBC jako scenárista. P?itom se snažil prosadit jako tv?rce vtipných gag? pro komiky a pro r?zná vystoupení v no?ních podnicích. E. Lax, americký noviná?,  za?al svá interview s W. Allenem v roce 1971 a po dlouhých t?icet šest let m?l možnost sledovat vývoj nezam?nitelného režiséra, dramatika a herce od experimentátora až po sv?tov? uznávaného tv?rce.",,"Loupová, Hana",Conversation with Woody Allen,anglický,2008
"Bailey, Jason",Woody Allen - filmový génius,Kompletní pr?vodce tvorbou,9788073919979,"Nakladatelství Slovart, s.r.o.",9,196,?eský,"Kniha p?ináší profily všech dosavadních Allenových snímk? - od debutu What´s Up, Tiger Lily?, p?es klasické grotesky Seber prachy a zmiz a Spá?, Oscarem ocen?né snímky typu Annie Hall a Hanna a její sestry až po sou?asné skvosty jako P?lnoc v Pa?íži a Jasmíniny slzy. Zabývá se tématy, zápletkami, vlivy a dopady každého z nich a zárove? nabízí unikátní post?ehy a detaily ze zákulisí.  Pr?vodní eseje jdou nad rámec shrnutí jednotlivých film?. Zkoumají Allenovy pracovní metody, vývoj jeho osobitého stylu, osobní i profesní vlivy a sty?né body v jeho filmografii. Další pohled pak nabízejí p?ísp?vky ?ty? autor? o roli hudby, judaismu a filozofie v Allenových filmech a v konkrétních fázích jeho filmografie. Kniha plná citací, fotografií a výrobních detail? je velkou a láskyplnou poctou kultovnímu tv?rci.",,"Stránský, Petr",,anglický,2015
"MATÚŠ, Zden?k",WORD - sbírka p?íklad?,,9788073001575,BEN - technická literatura,10,136,?eský,"Kniha obsahuje 80 praktických p?íklad?, které byly zpracovány v programu Word 2000, ale jsou vícemén? použitelné pro všechny textové editory. Tuto cvi?ebnici ocení p?edevším u?itelé, lekto?i po?íta?ových kurz? (mají zpracované p?íklady do výuky), studenti, žáci (mohou samostatn? studovat), ale i všichni, kte?í se opravdu cht?jí nau?it prakticky pracovat s Wordem.",,,,,2004
"MATÚŠ, Zden?k",Word - sbírka p?íklad?,,9788073000714,BEN - technická literatura,10,128,,"Kniha obsahuje 80 praktických p?íklad?, které byly zpracovány v programu Word 2000, ale jsou vícemén? použitelné pro všechny textové editory. Tuto cvi?ebnici ocení p?edevším u?itelé, lekto?i po?íta?ových kurz? (mají zpracované p?íklady do výuky), studenti, žáci (mohou samostatn? studovat), ale i všichni, kte?í se opravdu cht?jí nau?it prakticky pracovat s Wordem (textovým editorem).",,,,,2002
"Rázus, Michal",Word 2000,Pro každý den,9788086056968,BEN - technická literatura,5,139,?eský,"Typická uživatelská p?íru?ka zam??ená p?edevším na klasické problémy kancelá?ské praxe. S ohledem na za?áte?níka je d?kladn? vysv?tleno vytvá?ení a formátování textu. Velmi podrobn? jsou ?ešeny i prost?edky automatizace administrativy, jako nap?. automatický text nebo hromadná korespondence. Pat?i?ný prostor je v?nován také tabulkám v?etn? p?evodu tabulek z programu Excel. Autor se d?lí se ?tená?em o poznatky získané b?hem mnohaleté lektorské praxe. ?tená? je v?as upozor?ován na typické chyby a problémy. Obvyklé nekritické nadšení programem autor nahrazuje st?ízlivým p?ístupem k v?ci. Postupy efektivní mají jednozna?n? p?ednost p?ed efektními.",,,,,2002
"Domes, Martin",Word pro seniory,Nové vydání pro verze 2007 a 2010,9788025134863,"Computer Press, a. s.",5,200,?eský,"Cht?li byste se nau?it psát texty v programu Word, ale složité p?íru?ky vás odrazují? Tato kniha vám ukáže, že psaní na po?íta?i není o mnoho složit?jší než t?eba psaní na psacím stroji. Pomocí jednoduchých a názorných postup? se nau?íte psát dopisy, vytvá?et pozvánky a zkrášlovat své dokumenty pomocí obrázk?. Autor používá b?žný neodborný jazyk, upozor?uje na možná úskalí a opakuje klí?ové poznatky.",,,,,2011
"Šestáková, Lucie",WordPress,Vlastní web bez programování,9788025138328,"Computer Press, a. s.",5,248,?eský,"Zajímá vás redak?ní systém WordPress, ale neumíte jej pln? ovládat? Chcete si vytvo?it plnohodnotné a lehce ovladatelné webové stránky, které nebudou vyhledáva?e ignorovat? Pak už nemusíte dál brouzdat Internetem a pro?ítat desítky návod?. V této knize naleznete nejen nezbytné minimum pro vytvo?ení své internetové prezentace, ale také spoustu tip? a trik? navíc.",,,,,2013
"McNulty, Scott",WordPress - efektivní publikování na webu,,9788074130427,"ZONER Software, a.s.",5,256,?eský,"První kniha na ?eském knižním trhu k nejoblíben?jšímu publika?nímu systému WordPress! Mít svou vlastní webovou stránku nebo blog už dlouho není pouze výsadou grafoman?. Dnes se zdá, že na webu publikují opravdu všichni – od mezinárodních korporací až po tu hezkou sle?nu, co bydlí hned vedle vás. Pokud plánujete, že se k nim p?ipojíte, nepochybn? brzy zjistíte, že máte na výb?r z mnoha publika?ních systém?, kdy každý nabízí n?co jiného. N?které z nich jsou nap?íklad snadno použitelné, jiné od svých uživatel? vyžadují, aby se zabývali všelijakými technickými záležitostmi. Jak už jste asi z názvu post?ehli, tato kniha se zam?ruje na publika?ní systém WordPress, který nepochybn? pat?í do skupiny publika?ních systému, které jsou snadno použitelné a celosv?tov? pat?í mezi nejvíce oblíbené.",,,,,2009
"Visi, Tamás",Words of Power,,9788024443645,Univerzita Palackého v Olomouci,17,132,angli?tina,"This research was supported by Marie Curie European Reintegration Grant within the 7th European Community Framework Program. This monograph is based on researches that were also conducted in the framework of the project “Moravia and the World: Art in the Open Multicultural Space” (MSM 6198959225). Chapters Two, Three, and Four of the present book are revised versions of earlier publications. Bibliographical references to these publications are given in the fi rst footnotes of each chapter respectively.",,,,,2015
Sobek. Ji?í,Work and Travel aneb Rychlokurz USA,,9788024410463,Univerzita Palackého v Olomouci,999,140,?eský,"Cenné rady, zkušenosti a praktické informace pr?vodcovského typu pro všechny, kte?í se chystají v USA studovat ?i cestovat. ",,,,,2006
,Work in Progress,P?ísp?vky z workshopu uskute?n?ného v Brn? 7. ?íjna 2011 v rámci projektu specifického výzkumu Seminá?e d?jin um?ní FF MU: Podpora výzkumných aktivit v doktorském studijním oboru teorie a d?jiny um?ní,9788021056879,Masarykova univerzita,2,112,"?eský, anglický","Publikace „Work in Progress“ p?edstavuje p?ísp?vky doktorských student? Seminá?e d?jin um?ní FF MU v Brn?, zam??ené na um?ní od st?edov?ku po sou?asnost.",,,,,2012
"Mr?ová, Olga",Working Abroad,A Guide for Students Going to Work Abroad and Their English Teachers to Help them Prepare for Working Abroad,9788074543951,Univerzita Tomáše Bati ve Zlín?,17,76,,"Tento studijní materiál má sloužit student?m a absolvent?m jako pomoc p?i zvládání celého procesu zahrani?ní praxe od rozhodování, p?ípravy a plánování, p?es vlastní pr?b?h po hodnocení a využití nabytých zkušeností. Seznamuje je s možnostmi krátkodobých a dlouhodobých studijních pobyt?, stáží, praxí, prázdninových brigád, dobrovolnictví apod. tak, aby si byli schopni nabídky sami vyhledat a znali pot?ebnou slovní zásobu pro kontakt se zahrani?ními agenturami a zam?stnavateli.",,,,,2014
"Vysko?il, Vlastimil",Working Paper Fakulty podnikohospodá?ské VŠE v Praze,,9788024514338,"Vysoká škola ekonomická v Praze, Nakladatelství Oeconomica",17,13,?eský,"Sou?ást ?ady studií Working Papers kolektivu ?ešitel? výzkumného zám?ru ""nová teorie ekonomiky a managementu organizací  a jejich adapta?ní procesy"" MSM 6138439905. Sou?ástí brožury je CD.",,,,,2008
"Khalid, Ahmed",Working Papers Fakulty mazinárodních vztah? 10/2011,Historie a perspektivy rozvoje spolupráce mezi ?R a Irákem,9788024518589,"Vysoká škola ekonomická v Praze, Nakladatelství Oeconomica",1,22,?eský,Working Papers Fakulty mazinárodních vztah? 10/2011.,,,,,2011
"Gudz, Nataliya",Working Papers Fakulty mazinárodních vztah? 11/2011,,9788024518596,"Vysoká škola ekonomická v Praze, Nakladatelství Oeconomica",1,28,anglický,Working Papers Fakulty mazinárodních vztah? 11/2011.,,,,,2011
"Šmejkal, Václav",Working Papers Fakulty mazinárodních vztah? 12/2011,Impact of the Financial and Economic Crisis on the Paradigm of the European Union´s Antitrust,9788024518602,"Vysoká škola ekonomická v Praze, Nakladatelství Oeconomica",1,28,anglický,Working Papers Fakulty mazinárodních vztah? 12/2011.,,,,,2011
"Chebe?, Juraj a kol.",Working Papers Fakulty mazinárodních vztah? 13/2011,The Perspectives of Diversity Management in Slovakia,9788024518619,"Vysoká škola ekonomická v Praze, Nakladatelství Oeconomica",1,30,anglický,Working Papers Fakulty mazinárodních vztah? 13/2011.,,,,,2011
"Krisztian, Anna",Working Papers Fakulty mazinárodních vztah? 7/2011,Does the European Union Differentiate Among Human Rights?,9788024518558,"Vysoká škola ekonomická v Praze, Nakladatelství Oeconomica",1,28,anglický,Working Papers Fakulty mazinárodních vztah? 7/2011.,,,,,2011
"Khalid, Ahmed",Working Papers Fakulty mazinárodních vztah? 8/2011,Kritická analýza sank?ního režimu OSN proti Iráku a jeho dopad?,9788024518565,"Vysoká škola ekonomická v Praze, Nakladatelství Oeconomica",1,28,?eský,Working Papers Fakulty mazinárodních vztah? 8/2011.,,,,,2011
"Mokrejšová, Veronika",Working Papers Fakulty mazinárodních vztah? 9/2011,Nekalé praktiky v dodavatelsko-odb?ratelských vztazích?,9788024518572,"Vysoká škola ekonomická v Praze, Nakladatelství Oeconomica",1,30,?eský,Working Papers Fakulty mazinárodních vztah? 9/2011.,,,,,2011
